STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,UNIT_TYPE,DATABASE_ID,TIME_FORMAT,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_VALUE,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,UNIT_TYPE_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,DATA_SOURCE_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,KGZ,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,17.6760661040864,A,Triennial,Kyrgyz Republic,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,KGZ,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,30.4163480159304,A,Triennial,Kyrgyz Republic,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,LAO,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,45.888882894069596,A,Triennial,Lao PDR,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,LAO,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,63.703058172499105,A,Triennial,Lao PDR,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,LVA,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,42.9488830018362,A,Triennial,Latvia,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,LVA,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,61.409032566834895,A,Triennial,Latvia,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,LBN,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,40.8251071174134,A,Triennial,Lebanon,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,LBN,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,60.2604155747251,A,Triennial,Lebanon,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,LSO,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,31.734620711695698,A,Triennial,Lesotho,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,LSO,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,55.7767568407189,A,Triennial,Lesotho,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,LBR,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,50.4248529631831,A,Triennial,Liberia,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,LBR,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,74.3669879763519,A,Triennial,Liberia,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,LBY,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,47.0193979544085,A,Triennial,Libya,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,LBY,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,69.1054131597611,A,Triennial,Libya,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,LTU,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,50.0617387437566,A,Triennial,Lithuania,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,LTU,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,73.56333991877119,A,Triennial,Lithuania,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,LUX,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,70.7687031895414,A,Triennial,Luxembourg,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,LUX,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,80.8311403670221,A,Triennial,Luxembourg,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MDG,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,28.5878946471094,A,Triennial,Madagascar,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MDG,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,47.316258753165805,A,Triennial,Madagascar,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MWI,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,34.9838988038622,A,Triennial,Malawi,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MWI,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,60.0880247910612,A,Triennial,Malawi,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MYS,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,52.2606781934938,A,Triennial,Malaysia,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MYS,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,68.7035918829633,A,Triennial,Malaysia,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MDV,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,30.6152114092783,A,Triennial,Maldives,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MDV,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,50.8417969466897,A,Triennial,Maldives,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MLI,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,45.5727668704123,A,Triennial,Mali,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MLI,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,58.4824872940262,A,Triennial,Mali,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MLT,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,57.7339963245982,A,Triennial,Malta,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MLT,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,84.2499327471946,A,Triennial,Malta,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MRT,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,26.044198087152097,A,Triennial,Mauritania,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MRT,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,64.1294762871911,A,Triennial,Mauritania,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MUS,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,54.552570624448904,A,Triennial,Mauritius,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MUS,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,63.844134449047594,A,Triennial,Mauritius,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MEX,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,25.3825004207613,A,Triennial,Mexico,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MEX,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,49.528218497617196,A,Triennial,Mexico,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MNG,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,27.774734759280502,A,Triennial,Mongolia,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MNG,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,33.9742359405277,A,Triennial,Mongolia,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MNE,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,23.6881833934647,A,Triennial,Montenegro,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MNE,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,35.9963988542038,A,Triennial,Montenegro,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MOZ,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,32.6045864528329,A,Triennial,Mozambique,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MOZ,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,50.3019517120785,A,Triennial,Mozambique,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MMR,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,30.209054914792,A,Triennial,Myanmar,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MMR,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,38.9887503971874,A,Triennial,Myanmar,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,NAM,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,51.73170158525961,A,Triennial,Namibia,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,NAM,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,70.2498139319385,A,Triennial,Namibia,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,NPL,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,42.8500942307108,A,Triennial,Nepal,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,NPL,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,47.8151904091609,A,Triennial,Nepal,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,NLD,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,55.3137783330143,A,Triennial,Netherlands,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,NLD,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,90.3807629312497,A,Triennial,Netherlands,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,NZL,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,74.81000309443469,A,Triennial,New Zealand,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,NZL,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,91.874957321297,A,Triennial,New Zealand,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,NIC,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,34.4554391900771,A,Triennial,Nicaragua,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,NIC,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,52.3412718465215,A,Triennial,Nicaragua,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,NER,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,16.8798090516812,A,Triennial,Niger,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,NER,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,35.1066943597789,A,Triennial,Niger,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,NGA,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,47.597343116110004,A,Triennial,Nigeria,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,NGA,WB_FINDEX_SAVE_ANY_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,68.5682139988899,A,Triennial,Nigeria,Saved any money,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public
